nameseq,k1,k2,k3,k4,k5,k6,k7,k8,k9,k10,k11,k12,label
hCoV-19/USA/WA-UW206/2020,0.19962822363917054,0.19999927812100587,0.19999999866951085,0.19999999999704207,0.19999999999999243,0.19999999999999987,0.19999999999999993,0.19999999999999996,0.19999999999999996,0.19999999999999996,0.19999999999999998,0.19999999999999998,?
hCoV-19/USA/WA-UW208/2020,0.19964228724439503,0.19999930667667165,0.19999999872136537,0.19999999999705176,0.19999999999991402,0.19999999999993792,0.19999999999995166,0.19999999999996276,0.19999999999997087,0.19999999999997742,0.1999999999999822,0.19999999999998563,?
SARS-CoV-2/WA-UW226/human/2020/USA,0.19963855151001775,0.19999929978909461,0.19999999871731355,0.19999999999710322,0.1999999999999659,0.19999999999997864,0.19999999999998266,0.19999999999998602,0.19999999999998885,0.19999999999999116,0.19999999999999307,0.1999999999999944,?
SARS-CoV-2/human/ITA/INMI3/2020,0.19961947251606768,0.1999992609739762,0.19999999864329793,0.19999999999697762,0.1999999999999924,0.19999999999999998,0.2,0.2,0.2,0.2,0.2,0.2,?
SARS-CoV-2/human/ITA/INMI4/2020,0.19961930817334517,0.19999926031736298,0.199999998641904,0.19999999999697507,0.1999999999999924,0.19999999999999998,0.2,0.2,0.2,0.2,0.2,0.2,?
SARS-CoV-2/human/USA/UT-00011/2020,0.19968599007143,0.19999938430210773,0.19999999869425478,0.19999999983838246,0.19999999985306835,0.19999999986444106,0.19999999987506575,0.19999999988498784,0.19999999989349632,0.1999999999007683,0.19999999990695316,0.19999999991281378,?
SARS-CoV-2/human/USA/UT-00013/2020,0.19964812910571708,0.19999931038137583,0.19999999872930985,0.19999999999631596,0.19999999999918466,0.19999999999924165,0.19999999999928902,0.1999999999993339,0.19999999999937637,0.1999999999994166,0.19999999999945461,0.19999999999949059,?
SARS-CoV-2/human/USA/UT-00027/2020,0.19966358876506077,0.1999993426426535,0.19999999876727992,0.1999999999850135,0.1999999999887997,0.19999999998980034,0.19999999999071966,0.1999999999914777,0.19999999999218343,0.19999999999283985,0.1999999999934497,0.19999999999401566,?
SARS-CoV-2/human/USA/UT-00031/2020,0.19963587506194425,0.19999928598082628,0.19999999867857168,0.19999999999703733,0.19999999999996323,0.1999999999999713,0.19999999999997212,0.19999999999997287,0.19999999999997364,0.19999999999997436,0.1999999999999751,0.19999999999997575,?
SARS-CoV-2/human/USA/UT-00034/2020,0.19962701529019922,0.19999927246453766,0.19999999865621776,0.19999999999700863,0.19999999999999216,0.19999999999999962,0.19999999999999968,0.1999999999999997,0.19999999999999973,0.19999999999999973,0.19999999999999973,0.19999999999999976,?
hCoV-19/USA/WA-UW246/2020,0.19974025484743207,0.1999994946863315,0.19999999005115165,0.19999999268078594,0.19999999405044497,0.19999999517967493,0.1999999960780056,0.1999999967930842,0.1999999973403478,0.19999999776891986,0.19999999812998137,0.1999999984337772,?
hCoV-19/USA/WA-UW248/2020,0.1996176929998483,0.19999925336260396,0.1999999986266696,0.19999999999692875,0.19999999999999224,0.19999999999999998,0.2,0.2,0.2,0.2,0.2,0.2,?
hCoV-19/USA/WA-UW250/2020,0.19962386542372149,0.19999926214463407,0.1999999986305535,0.1999999999969284,0.19999999999999107,0.19999999999999923,0.1999999999999995,0.1999999999999997,0.19999999999999984,0.1999999999999999,0.19999999999999996,0.19999999999999996,?
hCoV-19/USA/ID-UW263/2020,0.1996593292273231,0.19999934022413504,0.1999999987717709,0.1999999999928382,0.19999999999624052,0.19999999999673412,0.19999999999716703,0.19999999999755103,0.19999999999789067,0.19999999999819015,0.1999999999984533,0.19999999999868381,?
